UDI;ProductID;Type;AirTemperatureK;ProcessTemperatureK;RotationalSpeedRPM;TorqueNm;ToolWearMin;MachineFailure;TWF;HDF;PWF;OSF;RNF;EventDate;Site;City;Technician;Criticality;EstimatedCost;Status
8116;L55295;L;300,4;311,8;1367;57,2;10;0;0;0;0;0;0;2025-12-30;Site_E;Ibadan;Amina;Low;2015;Scheduled
8117;L55296;L;300,3;311,8;2004;19,6;12;0;0;0;0;0;0;2025-05-28;Site_A;Lagos;Ngozi;Medium;3474;Monitoring
8118;L55297;L;300,3;311,7;1406;47,5;14;0;0;0;0;0;0;2024-03-10;Site_A;Lagos;Kemi;Low;1909;Monitoring
8119;L55298;L;300,3;311,8;1548;33;16;0;0;0;0;0;0;2025-11-09;Site_E;Ibadan;Fatima;Low;1173;Scheduled
8120;L55299;L;300,3;311,7;1333;55,2;18;0;0;0;0;0;0;2024-04-19;Site_F;Enugu;Ibrahim;Low;1219;Monitoring
8121;L55300;L;300,2;311,6;1767;26,4;20;0;0;0;0;0;0;2024-08-10;Site_D;PortHarcourt;Tunde;Low;737;Scheduled
8122;L55301;L;300,2;311,6;1827;27;22;0;0;0;0;0;0;2024-03-21;Site_A;Lagos;Kemi;Low;507;Monitoring
8123;M22982;M;300,2;311,6;1533;46,4;24;0;0;0;0;0;0;2024-02-02;Site_D;PortHarcourt;Zainab;Low;664;Scheduled
8124;H37537;H;300,2;311,5;1515;36,8;27;0;0;0;0;0;0;2024-05-03;Site_D;PortHarcourt;Tunde;Medium;4873;Scheduled
8125;L55304;L;300,2;311,4;1568;41;32;0;0;0;0;0;0;2025-10-23;Site_E;Ibadan;Amina;Low;2287;Scheduled
8126;L55305;L;300,2;311,4;1452;47,8;34;0;0;0;0;0;0;2025-06-14;Site_F;Enugu;Tunde;Low;1056;Scheduled
8127;L55306;L;300,2;311,4;1433;37,9;36;0;0;0;0;0;0;2026-03-25;Site_C;Kano;Chinedu;Low;1704;Scheduled
8128;M22987;M;300,1;311,3;1650;33,8;38;0;0;0;0;0;0;2024-10-09;Site_F;Enugu;Ngozi;Low;968;Monitoring
8129;L55308;L;300,1;311,4;1629;31,3;41;0;0;0;0;0;0;2024-01-25;Site_F;Enugu;David;Low;1329;Monitoring
8130;L55309;L;300;311,3;1520;39,2;43;0;0;0;0;0;0;2026-02-10;Site_B;Abuja;Fatima;Medium;4031;Scheduled
8131;H37544;H;300;311,2;1393;43,1;45;0;0;0;0;0;0;2025-03-26;Site_C;Kano;Ibrahim;Low;2108;Scheduled
8132;H37545;H;299,9;311,2;1364;49,6;50;0;0;0;0;0;0;2025-11-09;Site_D;PortHarcourt;Ibrahim;Medium;4805;Monitoring
8133;M22992;M;299,9;311,3;1389;50;55;0;0;0;0;0;0;2024-04-21;Site_E;Ibadan;Samuel;Medium;2793;Scheduled
8134;L55313;L;299,8;311,1;1466;46,1;58;0;0;0;0;0;0;2025-12-01;Site_A;Lagos;Chinedu;Medium;5847;Monitoring
8135;L55314;L;299,7;311,1;1650;32,4;60;0;0;0;0;0;0;2025-07-29;Site_F;Enugu;Tunde;Medium;5398;Monitoring
8136;L55315;L;299,6;311;1554;36,3;62;0;0;0;0;0;0;2026-01-26;Site_A;Lagos;Kemi;Medium;3510;Monitoring
8137;M22996;M;299,6;310,9;1474;39,7;64;0;0;0;0;0;0;2024-02-04;Site_F;Enugu;David;Medium;4935;Monitoring
8138;H37551;H;299,5;310,8;1600;32,4;67;0;0;0;0;0;0;2025-01-02;Site_D;PortHarcourt;David;Low;1171;Monitoring
8139;L55318;L;299,5;310,8;1356;54,9;72;0;0;0;0;0;0;2025-11-06;Site_A;Lagos;Kemi;Medium;3260;Monitoring
8140;L55319;L;299,5;310,8;1571;38,2;74;0;0;0;0;0;0;2024-12-11;Site_E;Ibadan;Amina;Medium;2774;Scheduled
8141;L55320;L;299,6;310,9;1658;28;76;0;0;0;0;0;0;2025-05-03;Site_E;Ibadan;Fatima;Medium;3956;Monitoring
8142;L55321;L;299,6;310,8;1393;49,9;78;0;0;0;0;0;0;2024-12-15;Site_B;Abuja;Ngozi;Medium;5281;Monitoring
8143;M23002;M;299,7;311;1448;49,8;80;0;0;0;0;0;0;2024-09-05;Site_B;Abuja;Chinedu;Medium;5109;Scheduled
8144;L55323;L;299,7;310,9;1477;40,4;83;0;0;0;0;0;0;2026-02-22;Site_D;PortHarcourt;Chinedu;Low;1057;Monitoring
8145;M23004;M;299,7;311;1506;42,7;85;0;0;0;0;0;0;2024-01-06;Site_A;Lagos;Ngozi;Low;1940;Monitoring
8146;M23005;M;299,7;310,9;1685;32,1;88;0;0;0;0;0;0;2025-12-01;Site_E;Ibadan;Ngozi;Medium;3662;Monitoring
8147;L55326;L;299,6;310,9;1533;31,8;91;0;0;0;0;0;0;2024-01-21;Site_B;Abuja;Kemi;Low;856;Scheduled
8148;L55327;L;299,5;310,8;1447;41;93;0;0;0;0;0;0;2026-03-23;Site_D;PortHarcourt;Amina;Low;904;Monitoring
8149;M23008;M;299,5;310,7;1488;39,5;95;0;0;0;0;0;0;2024-07-20;Site_E;Ibadan;Samuel;Medium;4358;Monitoring
8150;M23009;M;299,6;310,8;1427;50,4;98;0;0;0;0;0;0;2026-03-18;Site_F;Enugu;Chinedu;Low;692;Scheduled
8151;M23010;M;299,5;310,7;1424;41,3;101;0;0;0;0;0;0;2025-11-04;Site_F;Enugu;Ngozi;Low;2195;Monitoring
8152;L55331;L;299,5;310,7;1472;40,9;104;0;0;0;0;0;0;2026-04-04;Site_E;Ibadan;David;Low;2448;Monitoring
8153;L55332;L;299,5;310,7;1438;45,7;106;0;0;0;0;0;0;2025-02-16;Site_F;Enugu;Amina;Medium;4998;Monitoring
8154;L55333;L;299,6;310,8;1507;42,4;108;0;0;0;0;0;0;2026-01-18;Site_A;Lagos;Samuel;Low;1581;Scheduled
8155;L55334;L;299,6;310,7;1393;52,1;110;0;0;0;0;0;0;2025-08-02;Site_A;Lagos;Fatima;Medium;3572;Scheduled
8156;L55335;L;299,5;310,8;1283;52,4;112;0;0;0;0;0;0;2025-07-21;Site_D;PortHarcourt;Samuel;Low;845;Scheduled
8157;L55336;L;299,6;310,8;1644;30,9;114;0;0;0;0;0;0;2025-11-04;Site_C;Kano;Tunde;Medium;4781;Monitoring
8158;L55337;L;299,6;310,8;1498;46,9;116;0;0;0;0;0;0;2026-01-28;Site_C;Kano;Chinedu;Medium;2676;Monitoring
8159;L55338;L;299,6;310,8;1400;40,8;118;0;0;0;0;0;0;2024-05-29;Site_C;Kano;Chinedu;Medium;5597;Monitoring
8160;H37573;H;299,6;310,9;1679;31,2;120;0;0;0;0;0;0;2024-12-25;Site_D;PortHarcourt;Ibrahim;Low;1097;Scheduled
8161;M23020;M;299,7;311,1;1618;30,3;125;0;0;0;0;0;0;2025-08-15;Site_D;PortHarcourt;Samuel;Low;1987;Monitoring
8162;H37575;H;299,6;311;1714;30,2;128;0;0;0;0;0;0;2024-10-31;Site_D;PortHarcourt;Ngozi;Medium;5968;Scheduled
8163;L55342;L;299,6;311;1574;35;133;0;0;0;0;0;0;2024-03-25;Site_C;Kano;Ibrahim;Low;1785;Monitoring
8164;L55343;L;299,7;311,1;1574;36,4;135;0;0;0;0;0;0;2025-07-24;Site_F;Enugu;Amina;Medium;3751;Monitoring
8165;L55344;L;299,6;310,9;1472;40,9;137;0;0;0;0;0;0;2025-01-16;Site_F;Enugu;Zainab;Medium;5876;Monitoring
8166;L55345;L;299,6;311;1552;33,2;139;0;0;0;0;0;0;2025-01-26;Site_E;Ibadan;Ngozi;Medium;4614;Scheduled
8167;L55346;L;299,7;311,1;1603;31,4;141;0;0;0;0;0;0;2024-03-02;Site_E;Ibadan;Tunde;Medium;3489;Monitoring
8168;H37581;H;299,7;311,1;1353;47,1;143;0;0;0;0;0;0;2025-10-04;Site_C;Kano;Chinedu;Low;2048;Scheduled
8169;L55348;L;299,7;311,1;1690;30,6;148;0;0;0;0;0;0;2024-08-16;Site_A;Lagos;Fatima;Low;1693;Scheduled
8170;M23029;M;299,8;311,2;1745;26,3;150;0;0;0;0;0;0;2024-11-01;Site_C;Kano;Tunde;Medium;5793;Monitoring
8171;L55350;L;299,9;311,3;1522;45,7;153;0;0;0;0;0;0;2025-04-02;Site_D;PortHarcourt;Amina;Low;754;Monitoring
8172;H37585;H;300;311,4;1641;34,5;155;0;0;0;0;0;0;2024-04-21;Site_F;Enugu;Kemi;Low;1140;Scheduled
8173;L55352;L;299,9;311,4;1596;28,9;160;0;0;0;0;0;0;2025-03-22;Site_E;Ibadan;Chinedu;Medium;5243;Scheduled
8174;H37587;H;299,9;311,4;1497;37;162;0;0;0;0;0;0;2025-02-07;Site_C;Kano;Chinedu;Low;1850;Scheduled
8175;L55354;L;299,9;311,3;1371;52,3;167;0;0;0;0;0;0;2025-02-13;Site_A;Lagos;Fatima;Medium;2522;Scheduled
8176;M23035;M;299,9;311,3;1445;41,2;169;0;0;0;0;0;0;2025-06-04;Site_C;Kano;Fatima;Low;711;Monitoring
8177;L55356;L;299,8;311,2;1564;40;172;0;0;0;0;0;0;2025-05-18;Site_D;PortHarcourt;Ibrahim;Low;2262;Monitoring
8178;L55357;L;299,7;311,1;1439;44,9;174;0;0;0;0;0;0;2025-07-14;Site_E;Ibadan;Zainab;Low;1657;Monitoring
8179;L55358;L;299,7;311,2;1352;52,1;176;0;0;0;0;0;0;2026-03-07;Site_D;PortHarcourt;Zainab;Low;1608;Scheduled
8180;L55359;L;299,8;311,3;1560;35,4;178;0;0;0;0;0;0;2025-07-15;Site_E;Ibadan;Amina;Medium;3328;Monitoring
8181;M23040;M;299,7;311,2;1616;42,3;180;0;0;0;0;0;0;2024-07-28;Site_C;Kano;Tunde;Low;666;Scheduled
8182;L55361;L;299,7;311,2;1835;23,7;183;0;0;0;0;0;0;2026-01-11;Site_F;Enugu;David;Medium;5228;Scheduled
8183;M23042;M;299,7;311,1;1649;32,7;185;0;0;0;0;0;0;2024-08-23;Site_D;PortHarcourt;Tunde;Low;1705;Monitoring
8184;L55363;L;299,8;311,1;1452;47,3;188;0;0;0;0;0;0;2025-03-02;Site_F;Enugu;Fatima;Medium;4909;Scheduled
8185;L55364;L;299,8;311,1;2144;17,7;190;0;0;0;0;0;0;2024-01-16;Site_E;Ibadan;Ibrahim;Medium;3687;Scheduled
8186;L55365;L;299,7;311,1;1554;41;192;0;0;0;0;0;0;2025-03-11;Site_E;Ibadan;Kemi;Medium;5939;Scheduled
8187;L55366;L;299,7;311;1827;25,4;194;0;0;0;0;0;0;2024-02-27;Site_D;PortHarcourt;Ibrahim;Medium;3514;Monitoring
8188;L55367;L;299,6;310,9;1448;46,3;196;0;0;0;0;0;0;2026-01-09;Site_F;Enugu;Ngozi;Low;2187;Scheduled
8189;M23048;M;299,6;310,9;1530;38,8;198;0;0;0;0;0;0;2024-09-07;Site_D;PortHarcourt;David;Low;516;Scheduled
8190;L55369;L;299,7;311;1983;21;201;0;0;0;0;0;0;2025-05-15;Site_E;Ibadan;Samuel;Medium;5527;Monitoring
8191;M23050;M;299,7;310,9;1620;37,2;203;0;0;0;0;0;0;2025-08-06;Site_B;Abuja;Amina;Medium;4913;Scheduled
8192;M23051;M;299,6;310,9;1630;29,8;206;0;0;0;0;0;0;2024-05-05;Site_E;Ibadan;Ibrahim;Medium;3728;Scheduled
8193;L55372;L;299,6;310,9;1229;65,2;209;1;0;0;0;1;0;2024-09-19;Site_C;Kano;Kemi;Critical;15837;InProgress
8194;L55373;L;299,5;310,8;1873;22,3;211;0;0;0;0;0;0;2026-02-28;Site_D;PortHarcourt;Amina;Low;625;Monitoring
8195;L55374;L;299,4;310,7;1426;45,7;213;0;0;0;0;0;0;2025-08-02;Site_F;Enugu;Kemi;Medium;3976;Monitoring
8196;L55375;L;299,4;310,8;1376;53,9;215;1;0;0;0;1;0;2025-07-23;Site_E;Ibadan;Zainab;High;10426;Closed
8197;L55376;L;299,4;310,8;1622;33,6;217;0;0;0;0;0;0;2024-03-10;Site_A;Lagos;Fatima;Low;654;Monitoring
8198;M23057;M;299,4;310,7;1492;45,7;219;0;0;0;0;0;0;2025-09-08;Site_D;PortHarcourt;Kemi;Medium;2692;Monitoring
8199;M23058;M;299,3;310,7;1374;48,9;222;0;0;0;0;0;0;2024-03-04;Site_B;Abuja;Chinedu;Medium;5733;Scheduled
8200;L55379;L;299,2;310,7;1737;27;225;1;1;0;0;0;0;2025-11-12;Site_C;Kano;David;High;11088;InProgress
8201;L55380;L;299,3;310,8;1426;42,4;0;0;0;0;0;0;0;2026-02-23;Site_D;PortHarcourt;Samuel;Medium;5318;Scheduled
8202;M23061;M;299,3;310,9;1826;25,1;2;0;0;0;0;0;0;2025-06-14;Site_E;Ibadan;Samuel;Medium;2546;Scheduled
8203;L55382;L;299,3;310,9;1669;32,4;5;0;0;0;0;0;0;2026-03-08;Site_C;Kano;Amina;Medium;4806;Monitoring
8204;M23063;M;299,4;310,9;1473;40,1;7;0;0;0;0;0;0;2026-03-27;Site_D;PortHarcourt;David;Medium;2500;Monitoring
8205;L55384;L;299,4;310,9;1751;27,8;10;0;0;0;0;0;0;2025-10-07;Site_D;PortHarcourt;Kemi;Medium;2800;Scheduled
8206;M23065;M;299,4;310,9;1446;47,3;12;0;0;0;0;0;0;2024-12-02;Site_A;Lagos;Kemi;Low;1039;Scheduled
8207;L55386;L;299,3;310,8;1483;43,5;15;0;0;0;0;0;0;2024-12-28;Site_A;Lagos;David;Low;1197;Scheduled
8208;L55387;L;299,2;310,7;1535;42,6;17;0;0;0;0;0;0;2025-02-08;Site_E;Ibadan;Zainab;Low;2480;Monitoring
8209;L55388;L;299,2;310,7;1477;44;19;0;0;0;0;0;0;2024-05-22;Site_E;Ibadan;Tunde;Medium;4686;Monitoring
8210;L55389;L;299,3;310,8;1391;46,9;21;0;0;0;0;0;0;2024-02-07;Site_E;Ibadan;Fatima;Medium;2565;Scheduled
8211;H37624;H;299,2;310,7;1636;29,4;23;0;0;0;0;0;0;2025-04-20;Site_D;PortHarcourt;Samuel;Low;872;Monitoring
8212;L55391;L;299,2;310,6;1675;33,3;28;0;0;0;0;0;0;2024-01-29;Site_A;Lagos;Amina;Low;1265;Monitoring
8213;H37626;H;299,2;310,5;1329;48,9;30;0;0;0;0;0;0;2025-11-19;Site_B;Abuja;Fatima;Low;1625;Scheduled
8214;M23073;M;299,2;310,5;1548;33,5;35;0;0;0;0;0;0;2026-02-26;Site_F;Enugu;David;Low;874;Monitoring
8215;L55394;L;299,2;310,5;1391;45,8;38;0;0;0;0;0;0;2025-09-12;Site_F;Enugu;David;Low;1284;Monitoring
8216;L55395;L;299,1;310,5;1437;43,1;40;0;0;0;0;0;0;2026-02-17;Site_B;Abuja;Tunde;Low;1825;Scheduled
8217;L55396;L;299,2;310,6;1370;61,9;42;0;0;0;0;0;0;2025-05-31;Site_B;Abuja;Amina;Medium;5703;Scheduled
8218;L55397;L;299,1;310,6;1577;37,1;44;0;0;0;0;0;0;2025-09-24;Site_F;Enugu;Amina;Medium;5214;Scheduled
8219;L55398;L;299,1;310,5;1485;37,8;46;0;0;0;0;0;0;2025-05-17;Site_A;Lagos;Kemi;Low;1244;Scheduled
8220;L55399;L;299;310,4;1504;34,3;48;0;0;0;0;0;0;2024-11-28;Site_D;PortHarcourt;Zainab;Medium;4896;Scheduled
8221;M23080;M;298,9;310,3;1551;35,2;50;0;0;0;0;0;0;2024-10-28;Site_B;Abuja;Tunde;Low;1847;Monitoring
8222;M23081;M;299,1;310,5;1428;43;53;0;0;0;0;0;0;2025-03-16;Site_F;Enugu;Fatima;Medium;4827;Scheduled
8223;L55402;L;299;310,5;1755;27,9;56;0;0;0;0;0;0;2024-12-02;Site_B;Abuja;Ibrahim;Medium;2794;Monitoring
8224;L55403;L;299,1;310,5;1329;54,9;58;0;0;0;0;0;0;2026-01-16;Site_F;Enugu;Tunde;Medium;3279;Scheduled
8225;L55404;L;299,1;310,5;1496;35,2;60;0;0;0;0;0;0;2025-10-24;Site_B;Abuja;Amina;Medium;4855;Monitoring
8226;L55405;L;299,1;310,5;1532;36,6;62;0;0;0;0;0;0;2024-08-31;Site_A;Lagos;Ngozi;Low;616;Monitoring
8227;L55406;L;299,1;310,5;1389;61,4;64;0;0;0;0;0;0;2025-08-18;Site_B;Abuja;Kemi;Medium;3871;Scheduled
8228;M23087;M;299,1;310,4;1524;51,4;66;0;0;0;0;0;0;2025-10-19;Site_B;Abuja;Kemi;Medium;5581;Scheduled
8229;M23088;M;299,1;310,4;1422;49,3;69;0;0;0;0;0;0;2026-04-10;Site_E;Ibadan;Ibrahim;Low;1566;Scheduled
8230;L55409;L;299,1;310,5;1739;27,4;72;0;0;0;0;0;0;2026-03-29;Site_C;Kano;Chinedu;Low;2412;Scheduled
8231;L55410;L;299,1;310,5;1736;26,9;74;0;0;0;0;0;0;2024-01-04;Site_C;Kano;Amina;Low;2130;Monitoring
8232;L55411;L;299,1;310,5;1419;48,8;76;0;0;0;0;0;0;2024-02-04;Site_B;Abuja;David;Medium;5403;Monitoring
8233;L55412;L;299,1;310,6;1326;49,7;78;0;0;0;0;0;0;2024-03-26;Site_D;PortHarcourt;Ngozi;Medium;4915;Monitoring
8234;M23093;M;299,1;310,6;1449;43,2;80;0;0;0;0;0;0;2024-01-13;Site_B;Abuja;Chinedu;Medium;3895;Monitoring
8235;L55414;L;299,2;310,6;1534;39,7;83;0;0;0;0;0;0;2024-12-25;Site_F;Enugu;Zainab;Medium;5127;Monitoring
8236;M23095;M;299,2;310,6;1443;50,9;85;0;0;0;0;0;0;2025-06-17;Site_A;Lagos;Amina;Medium;5318;Scheduled
8237;L55416;L;299,2;310,6;1498;41,1;88;0;0;0;0;0;0;2024-10-13;Site_E;Ibadan;Ngozi;Low;1118;Monitoring
8238;L55417;L;299,1;310,6;1796;26;90;0;0;0;0;0;0;2024-11-19;Site_C;Kano;Ibrahim;Low;978;Monitoring
8239;L55418;L;299,1;310,4;1519;45,3;92;0;0;0;0;0;0;2024-10-20;Site_B;Abuja;Fatima;Low;1898;Monitoring
8240;L55419;L;299;310,4;1339;49,6;94;0;0;0;0;0;0;2026-04-12;Site_B;Abuja;Amina;Medium;5258;Scheduled
8241;L55420;L;299;310,4;1483;41,5;96;0;0;0;0;0;0;2024-03-24;Site_F;Enugu;Fatima;Low;1577;Monitoring
8242;M23101;M;298,9;310,2;2099;20;98;0;0;0;0;0;0;2025-01-03;Site_D;PortHarcourt;Chinedu;Low;1554;Scheduled
8243;M23102;M;299;310,3;1689;29,7;101;0;0;0;0;0;0;2024-10-19;Site_D;PortHarcourt;David;Low;2488;Scheduled
8244;H37657;H;299,1;310,4;1369;54,5;104;0;0;0;0;0;0;2024-08-04;Site_D;PortHarcourt;David;Medium;5134;Scheduled
8245;L55424;L;299;310,4;1512;38,8;109;0;0;0;0;0;0;2026-03-22;Site_E;Ibadan;David;Low;1396;Scheduled
8246;M23105;M;299;310,3;1303;68,6;111;1;0;0;1;0;0;2025-06-03;Site_B;Abuja;Kemi;Critical;19193;Closed
8247;L55426;L;299;310,3;1552;39,9;114;0;0;0;0;0;0;2026-02-22;Site_A;Lagos;Ngozi;Low;2153;Monitoring
8248;L55427;L;299;310,4;1713;28;116;0;0;0;0;0;0;2025-12-21;Site_A;Lagos;Ibrahim;Medium;4347;Monitoring
8249;L55428;L;298,9;310,3;1456;44,1;118;0;0;0;0;0;0;2026-04-15;Site_D;PortHarcourt;Ibrahim;Medium;3288;Scheduled
8250;L55429;L;299;310,4;1524;39,8;120;0;0;0;0;0;0;2024-12-13;Site_A;Lagos;Amina;Medium;4574;Scheduled
8251;M23110;M;299;310,4;1394;45,2;122;0;0;0;0;0;0;2024-01-26;Site_F;Enugu;Zainab;Low;2305;Scheduled
8252;L55431;L;299;310,4;1981;21,2;125;0;0;0;0;0;0;2025-03-15;Site_E;Ibadan;Kemi;Medium;5509;Scheduled
8253;L55432;L;299;310,4;1565;36,1;127;0;0;0;0;0;0;2025-07-28;Site_F;Enugu;Chinedu;Medium;4505;Monitoring
8254;L55433;L;299,1;310,4;1657;31;129;0;0;0;0;0;0;2024-11-17;Site_E;Ibadan;Samuel;Low;735;Monitoring
8255;M23114;M;299;310,4;1625;37,1;131;0;0;0;0;0;0;2024-05-24;Site_F;Enugu;Chinedu;Medium;4916;Monitoring
8256;L55435;L;299;310,4;1606;31,1;134;0;0;0;0;0;0;2024-07-18;Site_A;Lagos;Ngozi;Medium;3714;Scheduled
8257;H37670;H;299;310,5;1336;56,8;136;0;0;0;0;0;0;2026-01-30;Site_C;Kano;Tunde;Medium;2650;Monitoring
8258;M23117;M;299;310,6;1587;34,2;141;0;0;0;0;0;0;2025-02-13;Site_D;PortHarcourt;Samuel;Low;750;Scheduled
8259;L55438;L;299,1;310,6;1602;39,7;144;0;0;0;0;0;0;2024-08-25;Site_B;Abuja;Ngozi;Medium;2832;Monitoring
8260;L55439;L;299,1;310,5;1471;38,4;146;0;0;0;0;0;0;2025-06-29;Site_A;Lagos;Chinedu;Low;2492;Monitoring
8261;H37674;H;299,1;310,6;1332;48;148;0;0;0;0;0;0;2025-12-03;Site_D;PortHarcourt;David;Low;988;Scheduled
8262;H37675;H;299,2;310,6;1434;48,4;153;0;0;0;0;0;0;2025-06-17;Site_C;Kano;Ibrahim;Low;2355;Scheduled
8263;L55442;L;299,1;310,6;1921;23,9;158;0;0;0;0;0;0;2025-02-19;Site_D;PortHarcourt;Tunde;Medium;3463;Monitoring
8264;H37677;H;299,2;310,6;1704;30,6;160;0;0;0;0;0;0;2025-09-20;Site_B;Abuja;Tunde;Medium;5771;Monitoring
8265;M23124;M;299,1;310,6;1397;49,5;165;0;0;0;0;0;0;2025-03-29;Site_F;Enugu;Chinedu;Medium;2943;Scheduled
8266;H37679;H;299,1;310,6;1791;28;168;0;0;0;0;0;0;2026-04-07;Site_F;Enugu;Chinedu;Medium;2672;Scheduled
8267;L55446;L;299,1;310,6;1818;24,1;173;0;0;0;0;0;0;2024-02-27;Site_A;Lagos;Ibrahim;Medium;5131;Monitoring
8268;L55447;L;299,2;310,7;1540;36,3;175;0;0;0;0;0;0;2024-04-23;Site_E;Ibadan;Amina;Medium;3499;Scheduled
8269;M23128;M;299,2;310,8;1502;39,8;177;0;0;0;0;0;0;2026-01-31;Site_F;Enugu;Kemi;Medium;2700;Scheduled
8270;H37683;H;299,2;310,8;1761;30,4;180;0;0;0;0;0;0;2024-11-30;Site_D;PortHarcourt;Samuel;Medium;3169;Scheduled
8271;M23130;M;299,1;310,8;1517;38,4;185;0;0;0;0;0;0;2026-02-13;Site_F;Enugu;Tunde;Medium;5886;Scheduled
8272;L55451;L;299,1;310,7;1309;51,1;188;0;0;0;0;0;0;2024-02-08;Site_B;Abuja;David;Medium;4085;Scheduled
8273;L55452;L;298,9;310,6;1363;52,6;190;0;0;0;0;0;0;2025-07-20;Site_B;Abuja;Chinedu;Medium;4410;Monitoring
8274;M23133;M;299;310,6;1787;22,2;192;0;0;0;0;0;0;2025-08-26;Site_B;Abuja;David;Medium;4174;Scheduled
8275;L55454;L;298,9;310,5;1640;29,2;195;0;0;0;0;0;0;2024-02-06;Site_C;Kano;Tunde;Low;834;Monitoring
8276;M23135;M;298,9;310,6;1720;25,3;197;0;0;0;0;0;0;2024-04-14;Site_F;Enugu;Kemi;Low;2015;Monitoring
8277;L55456;L;298,8;310,5;1384;52,8;200;0;0;0;0;0;0;2025-07-26;Site_A;Lagos;Ngozi;Medium;4205;Monitoring
8278;H37691;H;298,8;310,5;1294;55,8;202;0;0;0;0;0;0;2024-07-27;Site_B;Abuja;Samuel;Low;1283;Monitoring
8279;L55458;L;298,8;310,5;1464;46,4;207;0;0;0;0;0;0;2025-09-24;Site_B;Abuja;Zainab;Low;595;Monitoring
8280;L55459;L;298,8;310,6;1803;25,4;209;0;0;0;0;0;0;2025-07-19;Site_E;Ibadan;Samuel;Medium;5589;Scheduled
8281;L55460;L;298,8;310,6;1602;39,1;211;0;0;0;0;0;0;2024-03-03;Site_A;Lagos;Fatima;Medium;4343;Monitoring
8282;H37695;H;298,9;310,6;1519;38,8;213;0;0;0;0;0;0;2024-03-09;Site_E;Ibadan;Samuel;Low;1066;Scheduled
8283;M23142;M;298,9;310,7;1638;33,6;218;0;0;0;0;0;0;2024-04-21;Site_F;Enugu;Fatima;Medium;5944;Monitoring
8284;H37697;H;298,9;310,6;1615;33;221;0;0;0;0;0;0;2025-07-06;Site_D;PortHarcourt;Ibrahim;Medium;4275;Scheduled
8285;L55464;L;298,8;310,6;1651;33,3;0;0;0;0;0;0;0;2024-11-21;Site_F;Enugu;Amina;Medium;3845;Monitoring
8286;L55465;L;298,9;310,6;1387;52,7;2;0;0;0;0;0;0;2025-05-01;Site_D;PortHarcourt;David;Low;1662;Scheduled
8287;M23146;M;298,8;310,5;1678;32,8;4;0;0;0;0;0;0;2024-11-15;Site_C;Kano;David;Low;1216;Monitoring
8288;L55467;L;298,9;310,6;1585;38,1;7;0;0;0;0;0;0;2024-05-31;Site_F;Enugu;David;Low;1874;Scheduled
8289;M23148;M;298,8;310,6;1640;33,8;9;0;0;0;0;0;0;2025-10-13;Site_A;Lagos;Tunde;Medium;4867;Scheduled
8290;L55469;L;298,9;310,6;1406;43,8;12;0;0;0;0;0;0;2025-04-23;Site_A;Lagos;David;Medium;4245;Monitoring
8291;M23150;M;298,9;310,6;1679;35,8;14;0;0;0;0;0;0;2024-02-26;Site_C;Kano;David;Low;1616;Scheduled
8292;L55471;L;298,9;310,5;1717;26,9;17;0;0;0;0;0;0;2024-08-07;Site_A;Lagos;David;Medium;4717;Scheduled
8293;H37706;H;298,9;310,5;1429;39,9;19;0;0;0;0;0;0;2024-02-16;Site_F;Enugu;Amina;Medium;3830;Scheduled
8294;M23153;M;298,9;310,4;1533;44,4;24;0;0;0;0;0;0;2024-04-13;Site_F;Enugu;Zainab;Medium;3281;Monitoring
8295;M23154;M;298,9;310,5;1525;38,5;27;0;0;0;0;0;0;2025-01-05;Site_D;PortHarcourt;Chinedu;Medium;3965;Monitoring
8296;L55475;L;298,9;310,4;1739;26,3;30;0;0;0;0;0;0;2025-05-21;Site_F;Enugu;Ibrahim;Medium;2848;Scheduled
8297;L55476;L;298,9;310,3;1436;39;32;0;0;0;0;0;0;2024-07-18;Site_A;Lagos;Chinedu;Low;1735;Scheduled
8298;M23157;M;298,8;310,2;1595;33,1;34;0;0;0;0;0;0;2025-05-18;Site_E;Ibadan;Tunde;Low;1322;Scheduled
8299;H37712;H;298,7;310,1;1435;45,6;37;0;0;0;0;0;0;2025-07-12;Site_C;Kano;Tunde;Medium;3529;Scheduled
8300;L55479;L;298,7;310;1637;31,8;42;0;0;0;0;0;0;2024-07-21;Site_A;Lagos;David;Medium;2863;Monitoring
8301;L55480;L;298,7;310,1;1558;37,6;44;0;0;0;0;0;0;2024-01-17;Site_B;Abuja;David;Medium;5709;Monitoring
8302;M23161;M;298,7;310,1;1644;34,1;46;0;0;0;0;0;0;2026-01-15;Site_C;Kano;Samuel;Low;2339;Monitoring
8303;L55482;L;298,7;310,1;1641;31,1;49;0;0;0;0;0;0;2025-06-24;Site_C;Kano;Ngozi;Medium;3131;Scheduled
8304;L55483;L;298,8;310,2;1504;41;51;0;0;0;0;0;0;2025-04-06;Site_D;PortHarcourt;Zainab;Medium;5364;Monitoring
8305;M23164;M;298,7;310,1;1506;50,7;53;0;0;0;0;0;0;2024-06-22;Site_C;Kano;Chinedu;Low;1098;Monitoring
8306;H37719;H;298,8;310,1;1380;44;56;0;0;0;0;0;0;2024-03-21;Site_B;Abuja;Fatima;Low;1408;Scheduled
8307;M23166;M;298,7;310,1;1549;42,5;61;0;0;0;0;0;0;2024-01-17;Site_F;Enugu;Ngozi;Low;855;Scheduled
